Category,Sub-Category,Sub-Sub-Category,Product Name,Brand,Supplier Name,Product Short Description,Product Long Description,Size,Colour,Image URL,Unit of Measure,Stock Status,Unit Price,Pack Size,Minimum THC Content (%),Maximum THC Content (%),THC Content Per Unit,THC Content Per Volume,Minimum CBD Content (%),Maximum CBD Content (%),CBD Content Per Unit,CBD Content Per Volume,Dried Flower Cannabis Equivalency,Plant Type,Terpenes,GrowingMethod,Number of Items in a Retail Pack,GTIN,OCS Item Number,OCS Variant Number,Physical Dimension Width,Physical Dimension Height,Physical Dimension Depth,Physical Dimension Volume,Physical Dimension Weight,Eaches Per Inner Pack,Eaches Per Master Case,Inventory Status,Storage Criteria,Food Allergens,Ingredients,Street Name,Grow Medium,Grow Method,Grow Region,Drying Method,Trimming Method,Extraction Process,Carrier Oil,Heating Element Type,Battery Type,Rechargeable Battery,Removable Battery,Replacement Parts Available,Temperature Control,Temperature Display,Compatibility,THC Min,THC Max,CBD Min,CBD Max,Net Weight,Craft
Vapes,510 Thread Cartridges,,2:1 CBD:THC 510 Thread Cartridge,Wayfarer,MEDIPHARM LABS INC.,"The Wayfarer 2:1 CBD:THC cartridge is a sativa-dominant phenotype of the high-CBD cannabis strain, Cannatonic with a high CBD - low THC ratio.","<p>The Wayfarer 2:1 CBD:THC cartridge is a sativa-dominant phenotype of the high-CBD cannabis strain, Cannatonic with a high CBD - low THC ratio.  Expect an earthy, herbal aroma with a hint of citrus from the dominant Myrcene, Caryophyllene and Limonene terpenes. Those with the most perceptive of taste buds may also pick up other floral or fruity notes from this complex plant. MediPharm Labs-produced distillate is used along with pure botanically-derived terpenes for the perfect formulation.</p>
<p>After unpacking your cartridge, screw it on to a compatible 510 thread battery (sold separately). Put your lips on the mouthpiece and inhale for 2-3 seconds.</p>",0.47g,,https://cdn.ocs.ca/img/300133/00628639000347_00_compressed_300133.jpg,EA,YES,13.24,12,21,28.5,0,0,41.7,56.4,0,0,1.88,Sativa Dominant,"Myrcene,Caryophyllene,Beta-Caryophyllene,Limonene,Limonene",Indoor,0,00628639000347,300133,300133_0.47g___,0,0,0,,0,,12,,,,"Cannabis extract, Flavouring agents",-,-,Indoor,-,Hang Dry,Hand Trimmed,CO2,-,,,,,,,,,210.000000,285.000000  mg/g,417.000000,564.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Blue Dream 510 Thread Cartridge Kit,Hexo,HEXO OPERATIONS INC.,"Exclusively plant-derived, the single-strain Blue Dream formulation contains cannabinoids from sun-grown cannabis, and terpenes.","Premium 510 thread vape cartridge and battery bundle. Exclusively plant-derived, the clinically tested, single-strain Blue Dream formulation contains cannabinoids from sun-grown cannabis, and terpenes. That’s it. No solvents or diluting agents, pesticides, or heavy metals. The Blue Dream Vape Cartridge and Battery Bundle is manufactured in a highly controlled environment for a consistent consumer experience. The cartridge is breath activated for ease of use, leak-free, includes a reservoir window and is packaged in a child-resistant format.  The food-grade ceramic heating element is engineered to atomize liquid in a precise, fool-proof way and lasts for approximately 150 uses. A smooth finish with the light aroma of terpenes reminiscent of your favourite cannabis strain.",0.5g,,https://cdn.ocs.ca/img/300145/00697238112010_00_compressed_300145.jpg,EA,NO,19.88,12,72.5,78.5,0,0,0,1,0,0,2,Hybrid,"Alpha-Humulene,Beta-Myrcene,Geraniol,Trans-Caryophyllene,Trans-Caryophyllene",Hybrid-Greenhouse,0,00697238112010,300145,300145_0.5g___,0,0,0,,0,,12,,,,"Cannabis extract, Flavouring agents",Blue Dream,Rockwool,Hybrid-Greenhouse,-,-,-,CO2,-,,,,,,,,,725.000000,785.000000  mg/g,0.000000,10.000000  mg/g,,NO
Vapes,Disposable Pens,,Sativa Disposable Pen,Ace Valley,MEDIPHARM LABS INC.,"The sativa vape pen is a custom formulation based on the popular Gelato strain, which is known for its sweet flavour + aroma.","The Ace Valley vape pen illuminates at different levels as you hit it. Simple control, delightful interaction. The Sativa Vape Pen, based on the highly popular Gelato strain, is a THC-forward all-in-one vape. Ace Valley obsesses over quality, offering a distillate of the highest purity (85% cannabinoids, 100% solvent free, and use no carrier oil, additives or other thickening agents). The Ace Valley Sativa vape pen delivers sweet, pungent, and berry-like flavours and aromas.",0.28g,,https://cdn.ocs.ca/img/300160/00628639000200_a1c0_compress_300160.jpg,EA,NO,23.2,12,76.7,86.4,0,0,0,2.1,0,0,1.12,Sativa Dominant,"Alpha-Humulene,Alpha-Terpineol,Beta-Caryophyllene,Limonene,Limonene",Indoor,0,00628639000200,300160,300160_0.28g___,0,0,0,,0,,12,,,,"Cannabis extract, beta-Caryophyllene, Limonene, alpha-Humulene, Myrcene, alpha-Terpineol, Linalool, Nerolidol. ",-,-,Indoor,-,-,-,CO2,-,,,,,,,,,767.000000,864.000000  mg/g,0.000000,21.000000  mg/g,,NO
Vapes,Disposable Pens,,Indica Disposable Pen,Ace Valley,MEDIPHARM LABS INC.,"Ace Valley’s Indica vape pen is a custom formulation based on the popular GG #4 strain, which is known for its piney flavour + aroma.","The Ace Valley vape pen illuminates at different levels as you hit it. Simple control, delightful interaction. The Indica Vape Pen, based on the highly popular GG #4 strain, is a THC-forward all-in-one vape. Ace Valley obsesses over quality, offering a distillate of the highest purity (85% cannabinoids, 100% solvent free, and use no carrier oil, additives or other thickening agents). The Ace Valley Indica vape pen delivers earthy, piney, and herbal flavours and aromas.",0.28g,,https://cdn.ocs.ca/img/300161/00628639000217_a1c0_compress_300161.jpg,EA,NO,23.2,12,76.7,86.4,0,0,0,0.4,0,0,1.12,Indica Dominant,"Alpha-Humulene,Alpha-Pinene,Beta-Caryophyllene,Beta-Pinene,Beta-Pinene",Indoor,0,00628639000217,300161,300161_0.28g___,0,0,0,,0,,12,,,,"Cannabis extract, Limonene, beta-Caryophyllene, alpha-Humulene, Linalool, Myrcene, alpha-Pinene, beta-Pinene. ",-,-,Indoor,-,-,-,CO2,-,,,,,,,,,767.000000,864.000000  mg/g,0.000000,4.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Purple Monkey 510 Thread Cartridge,Good Supply,APHRIA INC.,"You'll go ape for smooth, sweet grape in a hard hitting, potent THC distillate. 100% plant-based terpenes, no monkeying around.","You'll go ape for smooth, sweet grape in a hard hitting, potent THC distillate. 100% plant-based terpenes, no monkeying around. Good Vapes from Good Supply.",0.5g,,https://cdn.ocs.ca/img/300176/00694144009557_03_compress_300176.jpg,EA,YES,16.56,12,78.5,84.5,0,0,0,0.8,0,0,2,Indica Dominant,"Myrcene,Nerolidol,Beta-Caryophyllene,Alpha-Pinene,Alpha-Pinene",Greenhouse,0,00694144005832,300176,300176_0.5g___,0,0,0,,0,,12,,,,"THC distillate, flavouring agents",-,Soil Substitute,Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,Ethanol,-,,,,,,,,,785.000000,845.000000  mg/g,0.000000,8.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Purple Monkey 510 Thread Cartridge,Good Supply,APHRIA INC.,"You'll go ape for smooth, sweet grape in a hard hitting, potent THC distillate. 100% plant-based terpenes, no monkeying around.","You'll go ape for smooth, sweet grape in a hard hitting, potent THC distillate. 100% plant-based terpenes, no monkeying around. Good Vapes from Good Supply.",1g,,https://cdn.ocs.ca/img/300176/00694144009557_03_compress_300176.jpg,EA,YES,24.52,12,78.5,84.5,0,0,0,0.8,0,0,4,Indica Dominant,"Myrcene,Nerolidol,Beta-Caryophyllene,Alpha-Pinene,Alpha-Pinene",Greenhouse,0,00694144009557,300176,300176_1g___,0,0,0,,0,,12,,,,"THC distillate, flavouring agents",-,Soil Substitute,Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,Ethanol,-,,,,,,,,,785.000000,845.000000  mg/g,0.000000,8.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Pink Kush 510 Thread Cartridge,Wayfarer,MEDIPHARM LABS INC.,"This product has a vibrant and sweet plethora of fruity, woody and flowery aromas.","<p>Pink Kush is a distillate blend manufactured using high THC cannabis cultivars. The final product has a vibrant and sweet plethora of fruity, woody and flowery aromas from its dominant d-limonene, β-caryophyllene and linalool terpenes. You may also pick up the subtle earthy notes that complete this blend.</p>
<p>This formulation is produced at MediPharm Labs and was chosen for its sensory analysis test results evaluating the aroma and palatability properties of the final product blend.
This product is available in a 510 cartridge.</p>

<p>For vaping. After unpacking your cartridge, screw it on to a compatible 510 thread battery (sold separately). Put your lips on the mouthpiece and inhale for 2–3 seconds.</p>
",0.47g,,https://cdn.ocs.ca/img/300180/00628639000309_00_compressed_300180.jpg,EA,NO,13.24,12,76.5,83.5,0,0,0,2,0,0,1.88,Blend,"Delta-Limonene,Beta-Caryophyllene,Humulene,Linalool,Linalool",Indoor,0,00628639000309,300180,300180_0.47g___,0,0,0,,0,,12,,,,"Cannabis extract, Flavoring agents",Pink Kush,-,Indoor,-,-,-,CO2,-,,,,,,,,,765.000000,835.000000  mg/g,0.000000,20.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Blueberry 510 Thread Cartridge,Phyto Extractions,CANNMART INC,"As its name suggests, expect a sweet blueberry taste and a pine-like aroma from this indica strain.","As its name suggests, expect a sweet blueberry taste and a pine-like aroma from this indica strain. When extracted as a distillate, it contains 75-85% THC and no CBD.   Phyto uses top-of-the-line CCELL cartridges that feature a ceramic heating element.",1g,,https://cdn.ocs.ca/img/300184/00842572000008_00_compressed_300184.jpg,EA,YES,29.83,12,82,88,0,0,0,5,0,0,4,Blend,,Indoor,0,00842572000008,300184,300184_1g___,0,0,0,,0,,12,,,,"Distillate, Natrually derived botanical flavour
",Blueberry,Soil,Indoor,-,-,Machine Trimmed,CO2,-,,,,,,,,,820.000000,880.000000  mg/g,0.000000,50.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Blackberry Cream 1.0 Indica 510 Thread Cartridge,Foray,Auxly Charlottetown Inc.,Foray Blackberry Cream Indica Vape Cartridges contain 800 mg of THC and 8mg of CBD. Our cartridges only contain cannabis distillate and botanical terpenes.,"Foray's Indica Vape Cartridge has fresh, leafy green notes, followed by crisp citrus. Finish is slightly dry and woody with a smooth vanilla sweetness. This premium distillate is in a no-leak cartridge system and is calibrated to work best with Foray's 510 thread rechargeable battery. Battery and charger not included.",1g,,https://cdn.ocs.ca/img/300191/00826061200056_00_compressed_300191.jpg,EA,YES,26.52,12,79,85,0,0,0,0.5,0,0,4,Indica Dominant,"Alpha-Pinene,Beta-Caryophyllene,Limonene,Myrcene,Myrcene",Indoor,0,00826061200056,300191,300191_1g___,0,0,0,,0,,12,,,,Cannabis Extract,Blackberry Cream,-,Indoor,-,-,Hand Trimmed,CO2,-,,,,,,,,,790.000000,850.000000  mg/g,0.000000,5.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Strawberry Ice 1.0 Sativa 510 Thread Cartridge,Kolab Project,Auxly Charlottetown Inc.,Kolab Project Strawberry Ice Sativa 1.0 g vape cartridges contain 850 mg of THC and 8.5 mg of CBD.,"Kolab Project Sativa 1.0 g vape cartridges are made with premium cannabis distillate, with 850 mg and 0 mg of CBD per pen. The flavour profile is influenced by the Strawberry Ice strain and Myrcene is the dominant terpene. Kolab Project cannabis extracts are tested rigorously to ensure a high-quality experience. These vapes only contain two ingredients: cannabis distillate and botanical terpenes.
",1g,,https://cdn.ocs.ca/img/300192/00826061200148_00_compressed_300192.jpg,EA,YES,29.83,12,83,88,0,0,0,0.5,0,0,4,Sativa Dominant,"Beta-Caryophyllene,Beta-Pinene,Limonene,Myrcene,Myrcene",Indoor,0,00826061200148,300192,300192_1g___,0,0,0,,0,,12,,,,Cannabis Extract,Strawberry Ice,-,Indoor,-,-,-,CO2,-,,,,,,,,,830.000000,880.000000  mg/g,0.000000,5.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Super Sour Diesel 510 Thread Cartridge,Daily Special,Aurora Cannabis Enterprises Inc.,"Daily Special Super Sour Diesel vapes deliver high-THC distillate and an earthy, skunky flavour profile derived from all-natural terpenes.","
Daily Special Super Soul Diesel vapes are a high-value cannabis product, delivering high- THC for low prices. This sativa strain features a notably skunky and earthy flavour profile derived from great quality cannabis. A large cartridge size (0.5g) allows for a longer-lasting vaping experience. All Super Sour Diesel cartridges are built to deliver a consistent and superior experience, featuring stainless steel construction and ceramic atomizer to prevent leeching.",0.5g,,https://cdn.ocs.ca/img/300212/00629108180140_00_compressed_300212.jpg,EA,YES,19.21,12,77,83,0,0,0,1,0,0,2,Sativa Dominant,,Greenhouse,0,00629108180140,300212,300212_0.5g___,0,0,0,,0,,12,,,,"Cannabis extract, natural terpenes",-,-,Greenhouse,-,Hang Dry,Hand Trimmed,-,-,,,,,,,,,770.000000,830.000000  mg/g,0.000000,10.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,OG Kush 510 Thread Cartridge,Daily Special,Aurora Cannabis Enterprises Inc.,"Daily Special OG Kush vapes deliver high-THC distillate and an earthy, pine flavour derived from all-natural terpenes. All in a large 1 g cartridge.","Daily Special OG Kush vapes are a high-value cannabis product, delivering high THC for low prices. All-natural terpenes derived from botanical sources create a distinctively earthy pine aroma and flavour. A large cartridge size (1 g) makes for a longer-lasting experience. All OG Kush cartridges are built with high-quality hardware, including stainless steel construction and ceramic atomizer to prevent leeching.",0.5g,,https://cdn.ocs.ca/img/300213/00629108182144_00_compressed_300213.jpg,EA,YES,19.21,12,76,83,0,0,0,1,0,0,2,Indica Dominant,,Greenhouse,0,00629108182144,300213,300213_0.5g___,0,0,0,,0,,12,,,,Distillate Resin & Natural Terpenes,-,-,Greenhouse,-,Hang Dry,Hand Trimmed,-,-,,,,,,,,,760.000000,830.000000  mg/g,0.000000,10.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,OG Kush 510 Thread Cartridge,Daily Special,Aurora Cannabis Enterprises Inc.,"Daily Special OG Kush vapes deliver high-THC distillate and an earthy, pine flavour derived from all-natural terpenes. All in a large 1 g cartridge.","Daily Special OG Kush vapes are a high-value cannabis product, delivering high THC for low prices. All-natural terpenes derived from botanical sources create a distinctively earthy pine aroma and flavour. A large cartridge size (1 g) makes for a longer-lasting experience. All OG Kush cartridges are built with high-quality hardware, including stainless steel construction and ceramic atomizer to prevent leeching.",1g,,https://cdn.ocs.ca/img/300213/00629108182144_00_compressed_300213.jpg,EA,YES,24.52,12,76,83,0,0,0,1,0,0,4,Indica Dominant,,Greenhouse,0,00629108160142,300213,300213_1g___,0,0,0,,0,,12,,,,Distillate Resin & Natural Terpenes,-,-,Greenhouse,-,Hang Dry,Hand Trimmed,-,-,,,,,,,,,760.000000,830.000000  mg/g,0.000000,10.000000  mg/g,,NO
Vapes,510 Thread Cartridges,,Maui Wowie 510 Thread Cartridge,Foray,Auxly Charlottetown Inc.,"Foray's Maui Wowie is a sativa blend with 80% THC distillate. Beta-carophylenne is the dominant terpene, providing a woody and spicy flavour.","Foray is an accessible entry point for anybody – at any stage of their cannabis journey. Designed for the curious, Foray's Maui Wowie is a sativa blend with 80% THC distillate. Beta-carophylenne is the dominant terpene, which provides a woody flavour with hints of spice. This premium distillate is in a no-leak cartridge system and is calibrated to work best with Foray's 510 Thread Battery. Foray is an approachable brand that aims to both celebrate and guide one's foray into cannabis, ultimately inviting them to see cannabis differently.",0.5g,,https://cdn.ocs.ca/img/300254/00826061228128_00_compress_300254.jpg,EA,NO,17.89,12,80,86,0,0,0,0,0,0,2,Sativa Dominant,"Caryophyllene,Limonene,Linalool,Myrcene,Myrcene",-,0,00826061210017,300254,300254_0.5g___,0,0,0,,0,,12,,,,,-,-,-,Charlottetown,-,-,CO2,-,,,,,,,,,800.000000,860.000000  mg/g,,,,NO
Vapes,510 Thread Cartridges,,Maui Wowie 510 Thread Cartridge,Foray,Auxly Charlottetown Inc.,"Foray's Maui Wowie is a sativa blend with 80% THC distillate. Beta-carophylenne is the dominant terpene, providing a woody and spicy flavour.","Foray is an accessible entry point for anybody – at any stage of their cannabis journey. Designed for the curious, Foray's Maui Wowie is a sativa blend with 80% THC distillate. Beta-carophylenne is the dominant terpene, which provides a woody flavour with hints of spice. This premium distillate is in a no-leak cartridge system and is calibrated to work best with Foray's 510 Thread Battery. Foray is an approachable brand that aims to both celebrate and guide one's foray into cannabis, ultimately inviting them to see cannabis differently.",1g,,https://cdn.ocs.ca/img/300254/00826061228128_00_compress_300254.jpg,EA,NO,26.52,12,80,86,0,0,0,0,0,0,4,Sativa Dominant,"Caryophyllene,Limonene,Linalool,Myrcene,Myrcene",-,0,00826061228128,300254,300254_1g___,0,0,0,,0,,12,,,,,-,-,-,Charlottetown,-,-,CO2,-,,,,,,,,,800.000000,860.000000  mg/g,,,,NO
Vapes,510 Thread Cartridges,,157 Series Granddaddy Purple 510 Thread Cartridge,Kolab Project,Auxly Charlottetown Inc.,"Kolab Project Granddaddy Purple Indica vape cartridges contain THC and no CBD.
","Kolab Project Granddaddy Purple Indica 0.5 g vape cartridges are made with premium cannabis distillate. The flavour profile is influenced by the famous Granddady Purple strain and Myrcene is the dominant terpene. Kolab Project cannabis extracts are tested rigorously to ensure a high-quality experience. These vapes only contain two ingredients: cannabis distillate and botanical terpenes.
",0.5g,,https://cdn.ocs.ca/img/300256/00826061210062_01_compress_300256.jpg,EA,NO,23.2,12,83,88,0,0,0,0,0,0,2,Indica Dominant,,-,0,00826061210062,300256,300256_0.5g___,0,0,0,,0,,12,,,,"Cannabis distillate, botanical terpenes
",-,-,-,Charlottetown,-,-,CO2,-,,,,,,,,,830.000000,880.000000  mg/g,,,,NO
Vapes,510 Thread Cartridges,,Super Lemon Haze 510 Thread Cartridge,Back Forty,Auxly Charlottetown Inc.,"Back Forty Super Lemon Haze Sativa 0.45 g cartridge is packed with a tangy, citrus burst of flavour with subtle herbal undertones. 
","Back Forty Super Lemon Haze Sativa strain has a tangy, citrus burst of flavour with subtle herbal undertones; the main terpenes are limonene and terpinolene. This potent vape cartridge contains no fillers, and is perfect for your Back Forty adventures.
",0.45g,,https://cdn.ocs.ca/img/300259/00826061228111_00_compress_300259.jpg,EA,YES,15.23,12,80,83,0,0,0,0,0,0,1.8,Sativa Dominant,,-,0,00826061222515,300259,300259_0.45g___,0,0,0,,0,,12,,,,"Cannabis distillate, botanical terpenes
",-,-,-,Charlottetown,-,-,CO2,-,,,,,,,,,800.000000,830.000000  mg/g,,,,NO
