SKU,Product_Name,Brand_Name,BC_INDIGENOUS_PRODUCT,SubCategory,Class,Origin_Country,Origin_Region,Origin_SubRegion,SU_Qty_In_Each_Case,SU_CODE,SU_CODE_TYPE,CASE_CODE,CASE_CODE_TYPE,SU_product_net_size,SU_product_net_size_uom,SU_volume_equivalency,SU_volume_equivalency_UOM,CASE_WEIGHT,CASE_WEIGHT_UOM,Strain,Species,PER_ACTIVATION_CBD_MAX,PER_ACTIVATION_CBD_MIN,PER_ACTIVATION_CBD_UOM,PER_ACTIVATION_THC_MAX,PER_ACTIVATION_THC_MIN,PER_ACTIVATION_THC_UOM,PER_DISCRETE_UNIT_CBD_MAX,PER_DISCRETE_UNIT_CBD_MIN,PER_DISCRETE_UNIT_CBD_UOM,PER_DISCRETE_UNIT_THC_MAX,PER_DISCRETE_UNIT_THC_MIN,PER_DISCRETE_UNIT_THC_UOM,PER_RETAIL_UNIT_CBD_MAX,PER_RETAIL_UNIT_CBD_MIN,PER_RETAIL_UNIT_CBD_UOM,PER_RETAIL_UNIT_THC_MAX,PER_RETAIL_UNIT_THC_MIN,PER_RETAIL_UNIT_THC_UOM,Extraction_Process,Packaging_Material,Consumption_Method,Harvesting_Method,Growing_Method,Terpene_1_Type,Terpene_2_Type,Terpene_3_Type,Number_of_consumer_items,Consumer_item_size,Consumer_item_size_uom,Ecomm_Short_Description,Ecomm_Long_Description
1000405,BALI KUSH,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,18,00841464000218,GTIN,20841464000212,GTIN,7,GRAM,7,GRAM,576,GRAM,ROYAL PURPLE KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,BISABOLOL,1,7,GRAM,"Musky, sweet flower with an earthy aroma.","Indica-dominant hybrid that houses a dense, olive coloured bud with dark orange pistils. Gives off an earthy, citrus aroma with hints of hops and clove. A Black Afghani and Bubba Kush cross."
1000413,BLUEBERRY KUSH,SYNR.G,N,Flower,Hybrid,Canada,Ontario,Vaughan,24,00841464000744,GTIN,20841464000748,GTIN,1,GRAM,1,GRAM,0.105,KILOGRAM,BLUEBERRY KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,LIMONENE,CARYOPHYLLENE,PINENE,1,1,GRAM,Dense flowers with an aroma of freshly baked blueberry muffins.,"This hybrid strain produces solid, dark green buds. Sweet-scented fresh berry aromas pair with flavours of fresh baked goods. A cross between Blueberry and OG Kush."
1000421,BLUEBERRY KUSH,SYNR.G,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000829,GTIN,20841464000823,GTIN,3.5,GRAM,3.5,GRAM,1040,GRAM,BLUEBERRY KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,LIMONENE,CARYOPHYLLENE,PINENE,1,3.5,GRAM,Dense flowers with an aroma of freshly baked blueberry muffins.,"This hybrid strain produces solid, dark green buds. Sweet-scented fresh berry aromas pair with flavours of fresh baked goods. A cross between Blueberry and OG Kush."
1000439,BLUEBERRY KUSH,SYNR.G,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000867,GTIN,20841464000861,GTIN,7,GRAM,7,GRAM,0.23,KILOGRAM,BLUEBERRY KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,LIMONENE,CARYOPHYLLENE,PINENE,1,7,GRAM,Dense flowers with an aroma of freshly baked blueberry muffins.,"This hybrid strain produces solid, dark green buds. Sweet-scented fresh berry aromas pair with flavours of fresh baked goods. A cross between Blueberry and OG Kush."
1000447,BLUEBERRY KUSH PRE-ROLL,SYNR.G,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,36,00841464000928,GTIN,20841464000922,GTIN,1,GRAM,1,GRAM,780,GRAM,BLUEBERRY KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,LIMONENE,CARYOPHYLLENE,PINENE,1,1,GRAM,Dense flowers with an aroma of freshly baked blueberry muffins.,"This hybrid strain produces solid, dark green buds. Sweet-scented fresh berry aromas pair with flavours of fresh baked goods. A cross between Blueberry and OG Kush."
1000454,BUDDHA HAZE,Liiv,N,Flower,Sativa,Canada,Ontario,Vaughan,24,00841464000034,GTIN,20841464000038,GTIN,1,GRAM,1,GRAM,580,GRAM,NEBULA,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,1,GRAM,"Strong sativa strain with floral, lemon, and spice notes.","This sativa-dominant hybrid offers a green colour with trichomes high in THC. The flower has a floral, honey-like lemony aroma. A cross between Nebula and Amnesia Haze."
1000462,BUDDHA HAZE,Liiv,N,Flower,Sativa,Canada,Ontario,Vaughan,18,00841464000133,GTIN,20841464000137,GTIN,3.5,GRAM,3.5,GRAM,980,GRAM,NEBULA,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,3.5,GRAM,"Strong sativa strain with floral, lemon, and spice notes.","This sativa-dominant hybrid offers a green colour with trichomes high in THC. The flower has a floral, honey-like lemony aroma."
1000470,BUDDHA HAZE,Liiv,N,Flower,Sativa,Canada,Ontario,Vaughan,18,00841464000195,GTIN,20841464000199,GTIN,7,GRAM,7,GRAM,0.23,KILOGRAM,NEBULA,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,7,GRAM,"Strong sativa strain with floral, lemon, and spice notes.","This sativa-dominant hybrid offers a green colour with trichomes high in THC. The flower has a floral, honey-like lemony aroma. A cross between Nebula and Amnesia Haze."
1000488,BUDDHA HAZE PRE-ROLL,Liiv,N,Pre-roll,Sativa,Canada,Ontario,Vaughan,36,00841464000287,GTIN,20841464000281,GTIN,1,GRAM,1,GRAM,780,GRAM,NEBULA,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,LIMONENE,1,1,GRAM,"Strong sativa strain with floral, lemon, and spice notes.","This sativa-dominant hybrid offers a green colour with trichomes high in THC. The flower has a floral, honey-like lemony aroma. A cross between Nebula and Amnesia Haze."
1000496,BUDDHA HAZE PRE-ROLL,Liiv,N,Pre-roll,Sativa,Canada,Ontario,Vaughan,24,00841464000409,GTIN,20841464000403,GTIN,2.5,GRAM,2.5,GRAM,490,GRAM,NEBULA,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,5,0.5,GRAM,"Strong sativa strain with floral, lemon, and spice notes.","This sativa-dominant hybrid offers a green colour with trichomes high in THC. The flower has a floral, honey-like lemony aroma. A cross between Nebula and Amnesia Haze."
1000504,CBD CAPSULES,Liiv,N,Ingestible Extracts,Capsule and Pills,Canada,Ontario,Vaughan,24,00841464000553,GTIN,20841464000557,GTIN,15,EACH,2.5,GRAM,740,GRAM,,HYBRID,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,LINALOOL,15,1,EACH,Fifteen hard shell vegan CBD capsules with 10mg of CBD each.,"Hard-shell vegan capsules filled with standardized cannabis oil, diluted into a palm-derived MCT oil."
1000512,CBD OIL,Liiv,N,Ingestible Extracts,Oils and Tinctures,Canada,Ontario,Vaughan,24,00841464000522,GTIN,20841464000526,GTIN,20,MILLILITER,5,GRAM,0.144,KILOGRAM,,HYBRID,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,20,MILLILITER,High-CBD cannabis oil.,High-CBD oil diluted into a palm-derived MCT oil base. This oil comes with a separate syringe-style dropper.
1000520,CLARITY COAST,Liiv,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000171,GTIN,20841464000175,GTIN,3.5,GRAM,3.5,GRAM,513,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LINALOOL,1,3.5,GRAM,Strong flower with aromas of tangerine and musky tropical fruit.,"Hybrid strain (MK Ultra crossed with G13 Haze) with airy, deep green buds and cider-coloured pistils that create an olive tone. Floral and citrus aromas complement the scents of pine and hops."
1000538,CLARITY COAST,Liiv,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000232,GTIN,20841464000236,GTIN,7,GRAM,7,GRAM,576,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LINALOOL,1,7,GRAM,Strong flower with aromas of tangerine and musky tropical fruit.,"Hybrid strain (MK Ultra crossed with G13 Haze) with airy, deep green buds and cider-coloured pistils that create an olive tone. Floral and citrus aromas complement the scents of pine and hops."
1000546,CLARITY COAST PRE-ROLL,Liiv,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,36,00841464000324,GTIN,20841464000328,GTIN,1,GRAM,1,GRAM,576,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,,1,1,GRAM,Strong flower with aromas of tangerine and musky tropical fruit.,"Hybrid strain (MK Ultra crossed with G13 Haze) with airy, deep green buds and cider-coloured pistils that create an olive tone. Floral and citrus aromas complement the scents of pine and hops."
1000553,CLARITY COAST PRE-ROLL,Liiv,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,24,00841464000447,GTIN,20841464000441,GTIN,2.5,GRAM,2.5,GRAM,420,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,,5,0.5,GRAM,Strong flower with aromas of tangerine and musky tropical fruit.,"Hybrid strain (MK Ultra crossed with G13 Haze) with airy, deep green buds and cider-coloured pistils that create an olive tone. Floral and citrus aromas complement the scents of pine and hops."
1000561,FLIX N CHILL,Xscape,N,Flower,Hybrid,Canada,Ontario,Vaughan,24,00841464001291,GTIN,20841464001295,GTIN,1,GRAM,1,GRAM,0.105,KILOGRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,1,GRAM,"Notes of musk and earth, with a pleasant aftertaste.","These olive green buds are covered in white crystals, with burnt orange hairs with bold tropical flavours. The original name of this strain is White Widow."
1000579,FLIX N CHILL,Xscape,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464001376,GTIN,20841464001370,GTIN,3.5,GRAM,3.5,GRAM,1020,GRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,3.5,GRAM,"Notes of musk and earth, with a pleasant aftertaste.","These olive green buds are covered in white crystals, with burnt orange hairs with bold tropical flavours. The original name for this strain is White Widow."
1000587,FLIX N CHILL,Xscape,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464001413,GTIN,20841464001417,GTIN,7,GRAM,7,GRAM,0.23,KILOGRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,7,GRAM,"Notes of musk and earth, with a pleasant aftertaste.","These olive green buds are covered in white crystals, with burnt orange hairs with bold tropical flavours. The original name for this strain is White Widow."
1000595,FLIX N CHILL PRE-ROLL,Xscape,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,36,00841464001475,GTIN,20841464001479,GTIN,1,GRAM,1,GRAM,0.118,KILOGRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,1,GRAM,"Notes of musk and earth, with a pleasant aftertaste.","These olive green buds are covered in white crystals, with burnt orange hairs with bold tropical flavours. The original name for this strain is White Widow."
1000603,ALPINE BREEZE,Peak Leaf,N,Flower,Indica,Canada,Ontario,Vaughan,24,00841464000591,GTIN,20841464000595,GTIN,1,GRAM,1,GRAM,592,GRAM,FRUITY STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,BISABOLOL,1,1,GRAM,Sweet citrus and earth flavours.,"Alpine Breeze's (Fruity Star) floral buds are made up of vibrant mint green rosettes that fade into dark pine green edges. Sugary resin coats the buds in a blanket of frost broken up by protruding peachy hairs. The flavours and aromas burst with fruity notes of guava, passionfruit, and lime."
1000611,ALPINE BREEZE,Peak Leaf,N,Flower,Indica,Canada,Ontario,Vaughan,18,00841464000607,GTIN,20841464000601,GTIN,3.5,GRAM,3.5,GRAM,1040,GRAM,FRUITY STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,BISABOLOL,1,3.5,GRAM,Sweet citrus and earth flavours.,"Alpine Breeze's (Sensi Star) floral buds are made up of vibrant mint green rosettes that fade into dark pine green edges. Sugary resin coats the buds in a blanket of frost broken up by protruding peachy hairs. The flavours and aromas burst with fruity notes of guava, passionfruit, and lime."
1000629,ALPINE BREEZE,Peak Leaf,N,Flower,Indica,Canada,Ontario,Vaughan,18,00841464001987,GTIN,20841464001981,GTIN,7,GRAM,7,GRAM,576,GRAM,FRUITY STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,BISABOLOL,1,7,GRAM,Sweet citrus and earth flavours.,"Alpine Breeze's (Sensi Star) floral buds are made up of vibrant mint green rosettes that fade into dark pine green edges. Sugary resin coats the buds in a blanket of frost broken up by protruding peachy hairs. The flavours and aromas burst with fruity notes of guava, passionfruit, and lime."
1000637,ALPINE BREEZE PRE-ROLL,Peak Leaf,N,Pre-roll,Indica,Canada,Ontario,Vaughan,36,00841464001994,GTIN,20841464001998,GTIN,1,GRAM,1,GRAM,576,GRAM,FRUITY STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,HUMULENE,1,1,GRAM,Sweet citrus and earth flavours.,"Alpine Breeze's (Sensi Star) floral buds are made up of vibrant mint green rosettes that fade into dark pine green edges. Sugary resin coats the buds in a blanket of frost broken up by protruding peachy hairs. The flavours and aromas burst with fruity notes of guava, passionfruit, and lime."
1000645,ALPINE BREEZE PRE-ROLL,Peak Leaf,N,Pre-roll,Indica,Canada,Ontario,Vaughan,24,00841464000638,GTIN,20841464000632,GTIN,2.5,GRAM,2.5,GRAM,576,GRAM,FRUITY STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,,5,0.5,GRAM,Sweet citrus and earth flavours.,"Alpine Breeze's (Sensi Star) floral buds are made up of vibrant mint green rosettes that fade into dark pine green edges. Sugary resin coats the buds in a blanket of frost broken up by protruding peachy hairs. The flavours and aromas burst with fruity notes of guava, passionfruit, and lime."
1000652,TAILGATE,Xscape,N,Flower,Sativa,Canada,Ontario,Vaughan,24,00841464001277,GTIN,20841464001271,GTIN,1,GRAM,1,GRAM,0.105,KILOGRAM,TAILGATE,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,,1,1,GRAM,"Mild strain with sour, diesel, and floral aromatics.",This sativa-dominant hybrids bright coloured flowers are softened by a layer of orange pistils. It crosses the classic NYC Diesel strain with an unknown Dutch genetic.
1000660,TAILGATE,Xscape,N,Flower,Sativa,Canada,Ontario,Vaughan,18,00841464001352,GTIN,20841464001356,GTIN,3.5,GRAM,3.5,GRAM,1040,GRAM,TAILGATE,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LIMONENE,1,3.5,GRAM,"Mild strain with sour, diesel, and floral aromatics.",This sativa-dominant hybrids bright coloured flowers are softened by a layer of orange pistils. It crosses the classic NYC Diesel strain with an unknown Dutch genetic.
1000678,TAILGATE,Xscape,N,Flower,Sativa,Canada,Ontario,Vaughan,18,00841464001390,GTIN,20841464001394,GTIN,7,GRAM,7,GRAM,0.23,KILOGRAM,TAILGATE,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,,1,7,GRAM,"Mild strain with sour, diesel, and floral aromatics.",This sativa-dominant hybrids bright coloured flowers are softened by a layer of orange pistils. It crosses the classic NYC Diesel strain with an unknown Dutch genetic.
1000686,TAILGATE PRE-ROLL,Xscape,N,Pre-roll,Sativa,Canada,Ontario,Vaughan,36,00841464001451,GTIN,20841464001455,GTIN,1,GRAM,1,GRAM,576,GRAM,TAILGATE,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,,1,1,GRAM,"Mild strain with sour, diesel, and floral aromatics.",This sativa-dominant hybrids bright coloured flowers are softened by a layer of orange pistils. It crosses the classic NYC Diesel strain with an unknown Dutch genetic.
1000694,KINKY KUSH,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,24,00841464000065,GTIN,20841464000069,GTIN,1,GRAM,1,GRAM,598,GRAM,KOSHER KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,1,GRAM,"Strong, recognizably 'kush' aroma with earthy and fruity overtones.","Frosty trichomes obscure hints of blue and purple nestled in the deep green buds of this indica strain. An earthy, pine wood scent is complemented by a pinch of pepper aromas. An OG Kush and Gold Kush cross."
1000702,KINKY KUSH,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,18,00841464000164,GTIN,20841464000168,GTIN,3.5,GRAM,3.5,GRAM,1020,GRAM,KOSHER KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,3.5,GRAM,"Strong, recognizably 'kush' aroma with earthy and fruity overtones.","Frosty trichomes obscure hints of blue and purple nestled in the deep green buds of this indica strain. An earthy, pine wood scent is complemented by a pinch of pepper aromas. An OG Kush and Gold Kush cross."
1000710,KINKY KUSH,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,18,00841464000225,GTIN,20841464000229,GTIN,7,GRAM,7,GRAM,1140,GRAM,KOSHER KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,7,GRAM,"Strong, recognizably 'kush' aroma with earthy and fruity overtones.","Frosty trichomes obscure hints of blue and purple nestled in the deep green buds of this indica strain. An earthy, pine wood scent is complemented by a pinch of pepper aromas. An OG Kush and Gold Kush cross."
1000728,KINKY KUSH PRE-ROLL,Liiv,N,Pre-roll,Indica,Canada,Ontario,Vaughan,36,00841464000317,GTIN,20841464000311,GTIN,1,GRAM,1,GRAM,780,GRAM,KOSHER KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,1,GRAM,"Strong, recognizably 'kush' aroma with earthy and fruity overtones.","Frosty trichomes obscure hints of blue and purple nestled in the deep green buds of this indica strain. An earthy, pine wood scent is complemented by a pinch of pepper aromas. An OG Kush and Gold Kush cross."
1000736,KINKY KUSH PRE-ROLL,Liiv,N,Pre-roll,Indica,Canada,Ontario,Vaughan,24,00841464000430,GTIN,20841464000434,GTIN,2.5,GRAM,2.5,GRAM,576,GRAM,KOSHER KUSH,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,,5,0.5,GRAM,"Strong, recognizably 'kush' aroma with earthy and fruity overtones.","Frosty trichomes obscure hints of blue and purple nestled in the deep green buds of this indica strain. An earthy, pine wood scent is complemented by a pinch of pepper aromas. An OG Kush and Gold Kush cross."
1000744,BIG LEAF KUSH,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,24,00841464000645,GTIN,20841464000649,GTIN,1,GRAM,1,GRAM,0.624,KILOGRAM,OG KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,1,GRAM,"Pungent and fresh, with notes of citrus, earth, diesel, and spice.","Big Leaf Kush (OG Kush) has medium to large buds that with yellow-green leaves and a dense, indica-like structure. Big Leaf Kush carries an earthy pine and sour lemon scent with woody undertones."
1000751,BIG LEAF KUSH,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000652,GTIN,20841464001776,GTIN,3.5,GRAM,3.5,GRAM,1020,GRAM,OG KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,3.5,GRAM,"Pungent and fresh, with notes of citrus, earth, diesel, and spice.","Big Leaf Kush (OG Kush) has medium to large buds that with yellow-green leaves and a dense, indica-like structure. Big Leaf Kush carries an earthy pine and sour lemon scent with woody undertones."
1000769,BIG LEAF KUSH,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000669,GTIN,20841464000663,GTIN,7,GRAM,7,GRAM,576,GRAM,OG KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GUAIOL,1,7,GRAM,"Pungent and fresh, with notes of citrus, earth, diesel, and spice.","Big Leaf Kush (OG Kush) has medium to large buds that with yellow-green leaves and a dense, indica-like structure. Big Leaf Kush carries an earthy pine and sour lemon scent with woody undertones."
1000777,BIG LEAF KUSH PRE-ROLL,Peak Leaf,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,36,00841464000676,GTIN,20841464000670,GTIN,1,GRAM,1,GRAM,576,GRAM,OG KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,GERANIOL,1,1,GRAM,"Pungent and fresh, with notes of citrus, earth, diesel, and spice.","Big Leaf Kush (OG Kush) has medium to large buds that with yellow-green leaves and a dense, indica-like structure. Big Leaf Kush carries an earthy pine and sour lemon scent with woody undertones."
1000785,BIG LEAF KUSH PRE-ROLL,Peak Leaf,N,Pre-roll,Hybrid,Canada,Ontario,Vaughan,24,00841464000683,GTIN,20841464000687,GTIN,2.5,GRAM,2.5,GRAM,0.996,KILOGRAM,OG KUSH,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,5,0.5,GRAM,"Pungent and fresh, with notes of citrus, earth, diesel, and spice.","Big Leaf Kush (OG Kush) has medium to large buds that with yellow-green leaves and a dense, indica-like structure. Big Leaf Kush carries an earthy pine and sour lemon scent with woody undertones."
1000793,FOREST RAIN,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,24,00841464000690,GTIN,20841464000694,GTIN,1,GRAM,1,GRAM,598,GRAM,PENNYWISE,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,1,GRAM,"Coffee and pepper notes, with hints of lemon and candy.","Purple-fringed flowers are contrasted by patches of deep orange, with undertones of lemony yellow and lighter, floral pinks. The pungent, woody aroma has traces of sweet herbs. Smooth notes of coffee and black pepper warm up the palate, with pine undertones. An MK Ultra and G13 Haze cross."
1000801,FOREST RAIN,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000706,GTIN,20841464000700,GTIN,3.5,GRAM,3.5,GRAM,0.174,KILOGRAM,PENNYWISE,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,CARYOPHYLLENE,1,3.5,GRAM,"Coffee and pepper notes, with hints of lemon and candy.","Purple-fringed flowers are contrasted by patches of deep orange, with undertones of lemony yellow and lighter, floral pinks. The pungent, woody aroma has traces of sweet herbs. Smooth notes of coffee and black pepper warm up the palate, with pine undertones. An MK Ulrtra and G13 Haze cross."
1000819,FOREST RAIN,Peak Leaf,N,Flower,Hybrid,Canada,Ontario,Vaughan,18,00841464000713,GTIN,20841464000717,GTIN,7,GRAM,7,GRAM,576,GRAM,PENNYWISE,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,PINENE,LINALOOL,1,7,GRAM,"Coffee and pepper notes, with hints of lemon and candy.","Purple-fringed flowers are contrasted by patches of deep orange, with undertones of lemony yellow and lighter, floral pinks. The pungent, woody aroma has traces of sweet herbs. Smooth notes of coffee and black pepper warm up the palate, with pine undertones. An MK Ulrtra and G13 Haze cross."
